time,temp,pd1,pd2
0.47,20.14763339455673,51.07560558587706,28.167523294902036
0.48,20.150773588104283,54.24860240044965,35.09634018746619
0.49,20.153913722128813,45.26674115630864,38.18862529611666
0.5,20.15705379539064,81.865235567259,30.793959369424854
0.51,20.16019380665012,55.74486679539792,23.430103507810998
0.52,20.16333375466762,37.257086003739865,26.981599876205603
0.53,20.166473638203538,53.00006468570679,26.937722847523993
0.54,20.169613456018304,43.24248677907657,31.535241854065795
0.55,20.17275320687236,56.26587933307051,32.95457895215969
0.56,20.17589288952619,44.73870614127374,30.68403834592707
0.57,20.17903250274029,49.48691248700141,27.44068670731884
0.58,20.182172045275195,47.09152693153824,28.418995146755723
0.59,20.18531151589146,48.282857816066695,19.488121885705237
0.6,20.188450913349673,46.48491638176328,24.574769406119202
0.61,20.191590236410452,49.00866434848172,27.373270526885303
0.62,20.194729483834436,49.74526130060161,33.85377668706515
0.63,20.197868654382308,61.08475673710877,39.42552167317027
0.64,20.201007746814767,42.10764146446419,37.99931729119299
0.65,20.20414675989255,66.22755619443546,31.78579174676813
0.66,20.207285692376427,19.582258308167308,35.61360042904441
0.67,20.210424543027194,60.04860346608876,38.091907773477345
0.68,20.213563310605686,50.75651080986221,26.692166838787255
0.69,20.21670199387276,42.58644942428573,22.999434844687027
0.7,20.219840591589325,51.31737658209355,29.823416227829625
0.71,20.2229791025163,47.50320438756364,23.61947589607063
0.72,20.22611752541466,48.81934198436021,24.160584483158978
0.73,20.229255859045406,49.31206802109822,29.812709511034758
0.74,20.232394102169565,33.08262601587413,37.74660763446363
0.75,20.235532253548214,40.0006510143476,23.639202431909702
0.76,20.238670311942457,53.413832463167054,25.21293056920987
0.77,20.241808276113442,41.25530728880295,30.1849734387304
0.78,20.24494614482235,34.31022256463941,25.358439836030474
0.79,20.2480839168304,47.38698744186365,30.799975583073266
0.8,20.251221590898847,48.648020610702865,35.64513850582113
0.81,20.25435916578899,31.414995783308466,27.81821235553691
0.82,20.25749664026216,43.819042442658976,24.612883454648582
0.83,20.260634013079738,39.958752590249304,25.75813405306281
0.84,20.263771283003134,39.48261981033585,39.330247858739135
0.85,20.266908448793803,38.16177400650913,27.346823352976415
0.86,20.270045509213244,54.89917005659649,26.150704263514875
0.87,20.273182463022994,36.47233783455314,38.26618090462653
0.88,20.276319308984636,57.647702262055525,24.376835632457983
0.89,20.27945604585979,55.36019707086368,36.87331000943656
0.9,20.28259267241012,47.93883540710231,34.05038023114439
0.91,20.285729187397344,49.23701554956116,32.30731687759562
0.92,20.288865589583207,47.6334747563954,35.7163613349622
0.93,20.29200187772951,58.78345297356439,30.28635299278723
0.94,20.295138050598094,44.417390209915084,25.478217951742497
0.95,20.298274106950853,69.53484049516712,26.001549479509954
0.96,20.30141004554972,31.90856887084327,34.01547109982452
0.97,20.30454586515667,53.08752662262933,25.17191402576963
0.98,20.307681564533738,49.075564105156,31.56200177338839
0.99,20.310817142442993,47.03273336795414,26.9599595843593
1.0,20.313952597646566,63.23617015379037,21.915581208464822
1.01,20.317087928906627,47.95041556961608,34.609857030048
1.02,20.320223134985394,38.52995688214905,32.94567535029294
1.03,20.323358214645136,48.27115081905916,34.14965083117175
1.04,20.326493166648177,52.71938421520544,32.903549569278
1.05,20.32962798975689,49.714888017998504,34.21066655160147
1.06,20.33276268273369,60.081134446160675,34.76464735805553
1.07,20.33589724434105,41.96495590119174,29.370500709876094
1.08,20.339031673341506,79.31416464901442,30.60271248765882
1.09,20.342165968497618,51.14374063795896,30.480199454901587
1.1,20.345300128572028,42.75749417447172,32.31094108128286
1.11,20.348434152327417,45.64750042677043,25.245843165474735
1.12,20.35156803852652,67.2801622949826,30.723598098573248
1.13,20.35470178593213,41.46099543415517,26.809919019830122
1.14,20.357835393307088,51.96697542904694,30.62848748964478
1.15,20.360968859414303,53.54910977445622,26.486056223670907
1.16,20.36410218301673,59.18690750420668,31.23545449528489
1.17,20.367235362877377,54.7103686607023,27.398863907842145
1.18,20.37036839775932,62.18541440574671,27.76482292443514
1.19,20.37350128642569,42.533366294549765,34.03860390490083
1.2,20.376634027639664,42.71188016519734,39.618268696642076
1.21,20.37976662016449,61.769498739217184,24.91129081362819
1.22,20.382899062763464,53.69712995169531,29.05951981939093
1.23,20.386031354199957,47.879533344693556,22.689823764638437
1.24,20.389163493237383,53.016463705685574,26.465745064655692
1.25,20.392295478639223,48.427312883920294,32.499153901979774
1.26,20.395427309169026,43.663067678584255,37.14053082371956
1.27,20.398558983590384,41.72378908842788,31.224490940818967
1.28,20.40169050066697,57.421525935243444,24.53812290726204
1.29,20.40482185916251,59.70616465417468,34.297638366226266
1.3,20.40795305784079,51.86772526311949,27.20576727269708
1.31,20.41108409546566,49.31617319410355,28.152288764015044
1.32,20.41421497080104,50.85081280772183,22.846624461028537
1.33,20.417345682610915,48.39624825692208,25.71611739005968
1.34,20.420476229659318,57.24153354616875,33.5926800848364
1.35,20.42360661071037,54.47203110509562,27.69635231466202
1.36,20.426736824528234,46.02396678007917,22.95251182190147
1.37,20.429866869877163,58.87361733794985,30.650771972490244
1.38,20.432996745521457,48.235067098244194,30.04854200184365
1.39,20.436126450225494,37.634116150589726,27.89969249172282
1.4,20.439255982753714,59.44725599917648,32.2597669822967
1.41,20.442385341870633,30.402664213174262,28.552025488637366
1.42,20.445514526340823,56.53725752860874,37.01966342263092
1.43,20.44864353492893,51.40995642613007,35.453911042325124
1.44,20.451772366399677,48.15521918708321,31.908207246743274
1.45,20.45490101951785,45.07337846800915,41.90471123318612
1.46,20.458029493048304,39.57871875055291,23.465865988090723
1.47,20.461157785755965,53.267891289930425,29.6030555738723
1.48,20.46428589640584,48.65932787071672,28.533124444569854
1.49,20.467413823762993,46.754242767104465,21.308351983655328
1.5,20.470541566592573,39.486918031509646,27.32339067343164
1.51,20.473669123659793,51.44959263734076,26.935412410413186
1.52,20.476796493729942,49.711744541870246,21.097247183858766
1.53,20.47992367556839,27.981794417124938,34.93579605011556
1.54,20.48305066794057,49.797850050606726,24.688618118809494
1.55,20.486177469611995,35.16069430865376,30.426857183424108
1.56,20.48930407934826,31.889727252094882,25.1825527360326
1.57,20.492430495915016,57.51041082156419,27.000341323140006
1.58,20.495556718078017,24.72134461563812,27.330231614965
1.59,20.49868274460307,56.71825410310988,29.673184036186033
1.6,20.501808574256074,52.69917217427234,24.81360417056311
1.61,20.504934205803,41.16395661477098,33.35661618952867
1.62,20.5080596380099,52.29412536640031,32.659727070090355
1.63,20.5111848696429,48.62724100927446,26.07981823196839
1.64,20.514309899468206,41.05271233647782,29.748886801221822
1.65,20.517434726252112,55.438637538593646,25.05819043280358
1.66,20.520559348760983,59.27982983779831,31.128744808754153
1.67,20.523683765761266,39.515213198354225,33.86207008497915
1.68,20.52680797601949,44.49037019180916,34.35927839326124
1.69,20.529931978302272,51.21634783789903,41.731447178188624
1.7,20.5330557713763,61.20173838825565,25.629827525216104
1.71,20.53617935400835,75.18885349321437,30.121856143665795
1.72,20.539302724965285,40.36714489118053,26.424489754078156
1.73,20.542425883014044,42.86356317312125,26.344182714390517
1.74,20.545548826921653,69.3817898026352,34.70830171952414
1.75,20.548671555455226,48.14369648719634,32.02036832028616
1.76,20.55179406738196,45.57839080015496,32.27673496999651
1.77,20.554916361469132,45.155856921129455,28.919408879826324
1.78,20.558038436484114,67.20171236504302,24.811484353459946
1.79,20.56116029119436,55.26306637955141,33.0261674034482
1.8,20.564281924367407,58.99829172896152,30.43069969149882
1.81,20.56740333477089,53.3059641921359,32.218129575722415
1.82,20.570524521172523,44.4159328265146,35.02025943076686
1.83,20.57364548234011,56.20784851175625,31.26028097178638
1.84,20.57676621704154,33.67822563259206,29.707304351547105
1.85,20.57988672404481,56.92541790427691,26.168315173921332
1.86,20.583007002117977,32.87266508978507,27.106863602943633
1.87,20.586127050029216,68.2917979772175,31.90390043682015
1.88,20.58924686654678,63.197756307255986,27.445846063450507
1.89,20.59236645043901,58.578821911110346,34.656304835499746
1.9,20.59548580047435,65.18128451650153,25.235923143035002
1.91,20.598604915421323,47.505104742802466,28.51545169634998
1.92,20.601723794048556,49.65074348735061,29.138058710834247
1.93,20.604842435124766,73.69641657204505,38.44133752394751
1.94,20.607960837418762,36.73587854945493,25.839016874701304
1.95,20.611078999699448,52.19369261750895,32.26181418390119
1.96,20.61419692073582,38.27742585703809,33.04127797559972
1.97,20.617314599296975,45.035943736554245,25.972795537019344
1.98,20.620432034152106,44.50059727918818,24.835149967209478
1.99,20.623549224070494,55.069412248016015,29.822175933043194
2.0,20.626666167821522,59.08761227291898,31.175176079885652
2.01,20.629782864174672,66.70626527283379,39.421280652561066
2.02,20.63289931189952,58.49726823067479,25.524183754645094
2.03,20.636015509765745,43.4545723944763,33.663680362388526
2.04,20.63913145654312,62.24263575054642,32.58291502609334
2.05,20.642247151001513,56.391172787124866,26.575942336571902
2.06,20.645362591910907,41.79349128016392,15.472403857709795
2.07,20.648477778041368,57.6673030422328,30.84285597481575
2.08,20.651592708163072,43.514720518603205,36.780991761833235
2.09,20.654707381046293,64.70910952397345,37.882980161146925
2.1,20.657821795461413,42.25397509065175,35.84358192153636
2.11,20.660935950178903,40.67713488147047,29.13735078551016
2.12,20.664049843969348,43.721407180668855,18.563305182056123
2.13,20.66716347560343,57.14934976076249,29.956443353598278
2.14,20.670276843851937,39.51818904286564,27.974488737090585
2.15,20.673389947485763,44.63472832405462,40.36047569784102
2.16,20.6765027852759,51.61741510651259,36.25103959506631
2.17,20.679615355993455,51.972471674672065,35.23780804864761
2.18,20.682727658409625,57.64746593512063,31.182914355790146
2.19,20.685839691295733,50.469770244227256,26.982781420645136
2.2,20.68895145342319,38.097746589287354,25.421798566273097
2.21,20.692062943563524,53.09227684125887,26.574488015942332
2.22,20.69517416048837,44.44439910137203,37.1915196689309
2.23,20.698285102969464,60.343906422039495,28.140599131711358
2.24,20.70139576977866,46.84911355134657,28.654100155662153
2.25,20.704506159687913,59.2533465198754,26.05355118234139
2.26,20.70761627146929,37.75390428016074,28.96967975220914
2.27,20.710726103894974,72.87854385257835,28.92984559290938
2.28,20.713835655737245,61.20319359397865,26.310455249770502
2.29,20.716944925768505,62.36294004608329,28.665954199812262
2.3,20.720053912761262,48.438151613388,27.164318176677842
2.31,20.723162615488135,58.62971057917527,37.317373239546676
2.32,20.726271032721865,41.476301650711676,30.07010103673946
2.33,20.72937916323529,62.61492836628895,37.882688312546314
2.34,20.732487005801374,78.6156225574374,27.49979533792338
2.35,20.73559455919319,42.72523165102724,39.30792036648571
2.36,20.73870182218392,52.8706141868662,29.77064169298124
2.37,20.74180879354687,61.31018156384779,28.220366586509115
2.38,20.744915472055457,44.43955150931012,31.118912791420108
2.39,20.748021856483213,48.95418083900434,35.11090948062171
2.4,20.751127945603784,57.090675624867906,23.53095142071488
2.41,20.75423373819094,33.03460818998824,22.145245091204217
2.42,20.757339233018563,48.128392731821414,35.26547140641622
2.43,20.760444428860648,56.2043260345243,18.355112623544375
2.44,20.763549324491315,37.96367940075028,31.45953298215595
2.45,20.766653918684803,55.33457435433614,32.177019373109424
2.46,20.769758210215464,44.892523325919164,23.8617773478229
2.47,20.772862197857776,64.494646850223,29.145259876221893
2.48,20.77596588038633,39.80938161469033,30.96108299949878
2.49,20.779069256575845,49.601973287087816,23.512888421973628
2.5,20.782172325201156,59.871619029863005,31.411752575347336
2.51,20.785275085037217,68.15782427940353,31.496230372680753
2.52,20.788377534859112,48.16966696918514,27.0519557919822
2.53,20.791479673442044,46.290554013388316,23.755286683481028
2.54,20.794581499561335,59.49411437928091,39.46170970064335
2.55,20.797683011992433,51.11773868642545,31.955194802074917
2.56,20.80078420951091,46.88870897544681,26.53619279503182
2.57,20.80388509089246,44.63347078380906,24.027410412550257
2.58,20.806985654912914,46.877186490370484,31.93017007955407
2.59,20.81008590034821,73.29943520030828,34.64263076048792
2.6,20.81318582597442,50.86189836818791,27.05181289502681
2.61,20.816285430567742,57.159015658940724,29.667606011381526
2.62,20.819384712904508,47.96131126342678,25.45366046536955
2.63,20.822483671761162,45.97238035666978,29.145501651982073
2.64,20.825582305914292,41.83969444465475,27.10265765309335
2.65,20.8286806141406,40.44824669211314,37.04209815691113
2.66,20.831778595216925,43.68226814921807,32.32296788226997
2.67,20.834876247920235,60.77534723389381,29.051065523556915
2.68,20.83797357102762,34.421007337830616,35.85953515250833
2.69,20.841070563316315,43.93374010788801,30.31135580122651
2.7,20.84416722356367,55.86429577091222,34.73126277459727
2.71,20.847263550547172,44.72322795403631,27.031191677700804
2.72,20.850359543044444,50.119412054901574,31.411704080562743
2.73,20.85345519983324,55.264347082864894,15.40042870975458
2.74,20.85655051969143,50.58118704496341,27.559960021797824
2.75,20.859645501397047,37.618977285033395,34.21790591155478
2.76,20.86274014372823,61.05955834005744,30.897243442177484
2.77,20.86583444546327,48.44421397327853,26.919054213351473
2.78,20.868928405380586,51.26874514067259,25.97106414847532
2.79,20.872022022258726,41.44796007694356,27.213240338228278
2.8,20.87511529487638,38.02364425153733,26.650106398585944
2.81,20.878208222012375,57.32022714391286,22.622674830422405
2.82,20.881300802445676,55.262794338956176,30.917897261650246
2.83,20.884393034955373,63.528445374310664,22.01443097573083
2.84,20.887484918320705,80.1938757545566,31.01598481186825
2.85,20.89057645132105,55.45845281580007,35.19831286732333
2.86,20.893667632735916,55.74757192895844,28.40453689676778
2.87,20.89675846134495,48.95225973542339,35.816912950470254
2.88,20.89984893592795,53.13337871222023,23.66970434500993
2.89,20.902939055264838,27.6634552720528,24.397062923360128
2.9,20.906028818135688,31.939060212109617,24.116796173217114
2.91,20.909118223320707,53.7538568375442,32.30169797680262
2.92,20.912207269600252,50.82639934805534,25.996257655444847
2.93,20.91529595575481,55.377061500136676,33.14502691751628
2.94,20.918384280565025,63.34139732655541,26.110352570654474
2.95,20.921472242811667,32.83739569056832,31.146684708063564
2.96,20.924559841275663,44.40995468540462,22.680389010311373
2.97,20.927647074738072,33.38533606789781,27.62976422101294
2.98,20.93073394198011,52.77348549217584,24.107429716167747
2.99,20.933820441783126,60.6076608136039,39.54955713618887
3.0,20.936906572928624,30.681608361343773,34.16416069058023
3.01,20.93999233419824,47.963327843971186,23.178958944807373
3.02,20.943077724373772,63.51926334815655,28.372968402291395
3.03,20.946162742237153,50.308989027258086,39.82644148936779
3.04,20.94924738657047,56.62210240225917,28.057448310472616
3.05,20.95233165615595,49.02063138135419,32.83629145484757
3.06,20.955415549775974,46.20141453580679,17.947557554509544
3.07,20.95849906621307,45.950640592360045,28.715784343589046
3.08,20.961582204249915,39.638035317829676,32.15636345875321
3.09,20.96466496266933,40.09181541764161,32.30777084504968
3.1,20.967747340254302,46.2069368293476,24.029668332884487
3.11,20.970829335787947,48.96928657484821,27.75720840565177
3.12,20.973910948053543,63.848491934213534,35.12455917682541
3.13,20.976992175834525,53.90817870988195,26.048628155126895
3.14,20.980073017914464,61.52883073012843,24.43016927764107
3.15,20.9831534730771,31.99886965911274,36.68797996728049
3.16,20.986233540106316,52.90804093072262,31.379713788216637
3.17,20.989313217786147,40.60320817278048,28.0460760550824
3.18,20.992392504900785,50.47309826670975,33.6918094857488
3.19,20.99547140023458,49.229781064258766,29.961881958432876
3.2,20.998549902572034,51.5131347207849,32.38317911261865
3.21,21.0016280106978,33.037203491566714,28.44741431655919
3.22,21.00470572339669,53.67229761393686,30.463706841289213
3.23,21.00778303945367,51.10281942027378,25.071653846963176
3.24,21.010859957653867,49.69848146713969,35.80757955318301
3.25,21.01393647678256,50.58388946954677,17.434335996351336
3.26,21.017012595625193,59.08925919041566,37.42646579561421
3.27,21.02008831296736,37.107688561548855,32.95335340510847
3.28,21.023163627594812,38.33870286662581,30.97555024951823
3.29,21.02623853829347,52.781461685593314,30.655116361052738
3.3,21.029313043849406,69.21158871251406,30.095154921069113
3.31,21.032387143048854,51.255089170976774,25.53156885794283
3.32,21.035460834678204,47.884907040782096,34.237298863934164
3.33,21.03853411752402,27.144467610372793,31.523679746268694
3.34,21.041606990373012,59.986037374971204,24.977473026710197
3.35,21.04467945201206,58.080672100155226,27.29295562763763
3.36,21.047751501228202,22.389460536276758,30.136825438084646
3.37,21.05082313680865,59.611393719631884,39.548281978729996
3.38,21.05389435754076,51.17814269137344,27.478642223957035
3.39,21.05696516221207,56.414263763204865,28.225729664075544
3.4,21.060035549610273,54.92864724815694,37.31306292815929
3.41,21.06310551852323,51.67352192139182,27.556001214865056
3.42,21.066175067738964,33.03696593901726,30.695036465992537
3.43,21.069244196045666,36.67736187866757,27.17213756927852
3.44,21.07231290223169,51.59373763345572,32.80803391208582
3.45,21.07538118508557,57.54463569625577,30.720999106792696
3.46,21.07844904339598,47.60860162505642,35.50502296193869
3.47,21.08151647595179,78.41178819326514,29.779738582692826
3.48,21.084583481542026,48.82390796275245,23.742204897651284
3.49,21.08765005895588,46.43623300443625,32.04490001042142
3.5,21.090716206982712,42.82352406009687,26.817375834835428
3.51,21.093781924412063,30.30085371775189,35.12447689927077
3.52,21.09684721003363,35.77670335007128,38.39659043181629
3.53,21.09991206263729,36.703390474637374,22.51263677748706
3.54,21.102976481013087,52.93803921834495,25.92903409868281
3.55,21.106040463951235,46.77755408101869,35.97767156736256
3.56,21.109104010242127,46.613951569182134,41.82544839147856
3.57,21.112167118676318,63.05149077169379,20.057908185906463
3.58,21.115229788044545,52.99895812636703,37.23110151565687
3.59,21.118292017137716,41.49900511861561,26.467873493348776
3.6,21.121353804746906,66.50336395009231,29.311442135320686
3.61,21.124415149663374,65.88306399397531,20.567776651740026
3.62,21.127476050678546,28.92375206288177,29.171055556878013
3.63,21.130536506584033,60.91500263795918,31.81991898032939
3.64,21.133596516171608,56.36188051920118,31.44199164507534
3.65,21.136656078233234,42.21474550495115,27.181620571646565
3.66,21.139715191561038,56.24173900687717,31.07593996227423
3.67,21.142773854947336,44.86000667330076,31.724727439482162
3.68,21.145832067184614,38.10024613402124,32.84469963676426
3.69,21.14888982706554,29.516416499355458,30.61941673616966
3.7,21.151947133382954,41.842144879123744,38.355892495116116
3.71,21.155003984929884,53.69798971382768,33.76912540882445
3.72,21.15806038049953,41.28384941212057,26.162837635965978
3.73,21.161116318885284,58.82754321572447,26.858527845521095
3.74,21.164171798880698,49.83186585458895,26.524431471643076
3.75,21.167226819279527,61.24313338228909,26.256408843060694
3.76,21.170281378875693,44.54336679893988,22.95655497259142
3.77,21.1733354764633,46.285915104772215,30.98642821303115
3.78,21.176389110836645,54.77456781519394,32.96513666941712
3.79,21.1794422807902,41.66767837423945,29.406512595461045
3.8,21.182494985118623,57.57592290200939,27.296529669702142
3.81,21.18554722261675,52.24105757949048,35.17147610939548
3.82,21.188598992079612,63.64637976419982,26.963928116726613
3.83,21.191650292302413,47.05720888898316,31.82391222491145
3.84,21.194701122080552,49.69792381567117,23.507552043696702
3.85,21.19775148020961,44.43973091054977,33.85180644437349
3.86,21.20080136548535,35.14040594994523,30.83243308868922
3.87,21.203850776703728,57.09114365918565,34.4476688705867
3.88,21.206899712660885,39.52833364358135,33.98029482824768
3.89,21.209948172153148,59.80015193773017,32.19703178883109
3.9,21.212996153977038,50.0240486448235,27.005872907505104
3.91,21.216043656929255,67.27292586432222,39.74286922697243
3.92,21.21909067980669,48.66905373053337,22.971708737431488
3.93,21.222137221406438,42.30570110688977,20.869021254340197
3.94,21.225183280525762,36.23382437202487,33.364355781686825
3.95,21.228228855962133,34.746471837036204,25.45905940473025
3.96,21.2312739465132,64.984871855705,33.207392856255055
3.97,21.234318550976813,38.588155557237066,32.1187970987612
3.98,21.23736266815101,51.65560370560503,27.953460922974287
3.99,21.240406296834024,55.55340827520082,27.586066481991615
4.0,21.243449435824274,41.112158568367235,24.379543151482892
4.01,21.24649208392038,54.22199596669471,19.614193282682926
4.02,21.24953423992115,41.629428086917216,30.895717571887136
4.03,21.252575902625594,50.569686478422035,28.829609138233657
4.04,21.255617070832905,32.49546495112445,26.776210317285642
4.05,21.258657743342486,29.883423324490877,28.732190001014974
4.06,21.26169791895392,79.63532178580078,33.63310440045281
4.07,21.264737596466997,56.998924230062904,22.977938753004455
4.08,21.267776774681703,42.28498496986987,39.890221860723976
4.09,21.270815452398214,40.00137224362882,31.499706546562898
4.1,21.27385362841691,34.816942660112346,40.777757915707085
4.11,21.27689130153837,37.73103771719228,29.035678858216638
4.12,21.279928470563362,58.09463700512016,35.50662854459401
4.13,21.28296513429287,57.13646210913491,21.215588953191585
4.14,21.286001291528056,42.311649183207116,33.269243025549606
4.15,21.2890369410703,55.14694587179804,28.55950335492275
4.16,21.292072081721173,58.79742467747339,34.62662511194699
4.17,21.29510671228245,48.888898774269904,29.213573673976835
4.18,21.29814083155611,46.95143093207625,37.25630283765135
4.19,21.30117443834433,40.308381242160614,31.702127738746167
4.2,21.304207531449485,48.69384740308493,29.762035977642835
4.21,21.30724010967416,49.62578966402652,27.069888327944643
4.22,21.310272171821147,49.68258843508109,30.118879602967574
4.23,21.31330371669343,51.39018891177009,23.95560088857414
4.24,21.316334743094203,39.233678344758005,36.15296522292547
4.25,21.319365249826866,61.820367226863745,23.183518472078166
4.26,21.322395235695023,56.50133149037432,27.159201510881392
4.27,21.325424699502484,56.165055140985686,31.37215826497712
4.28,21.32845364005326,54.5532193901419,29.776193670819033
4.29,21.331482056151586,48.61289374586173,20.548940689326205
4.3,21.334509946601877,45.34626937660806,26.994912397920466
4.31,21.337537310208777,64.90310209806115,31.506358908514926
4.32,21.34056414577713,55.867509583055835,26.846115598506554
4.33,21.34359045211199,46.75285099191107,23.214521285822183
4.34,21.346616228018615,43.781409464636084,30.662715156034356
4.35,21.34964147230248,58.942142859656904,27.836223529556605
4.36,21.35266618376927,48.87753276687021,28.557720930736103
4.37,21.355690361224866,45.22839847533796,37.49555800315852
4.38,21.358714003475384,65.10077141342543,29.341586536065563
4.39,21.361737109327127,54.20919044165482,43.232049907363994
4.4,21.364759677586626,59.63135815679565,39.44935495877486
4.41,21.36778170706062,47.80663864318928,33.261077153168515
4.42,21.370803196556054,37.188865368153024,29.115257332463223
4.43,21.373824144880096,45.89169916148252,35.74569576772861
4.44,21.376844550840126,56.61018961900839,34.340848191159424
4.45,21.37986441324373,41.18821896179746,32.04151289673322
4.46,21.382883730898715,48.75550569058509,31.094936053156427
4.47,21.385902502613106,54.86509490446073,29.61652092824131
4.48,21.388920727195135,60.730107220269694,30.91679821345059
4.49,21.39193840345326,29.746358709193753,36.26421458341209
4.5,21.394955530196146,29.524231831091466,27.777789207477046
4.51,21.397972106232682,33.666409272902385,29.495499801714885
4.52,21.400988130371967,53.61590565910637,23.317677993661995
4.53,21.404003601423327,58.30246293998829,38.11415880056303
4.54,21.407018518196303,55.83214635573929,37.134112234659916
4.55,21.410032879500648,56.71561665524225,36.59585956601413
4.56,21.41304668414634,65.16964867079643,39.61117131161304
4.57,21.416059930943586,49.38825678448104,28.137965985158395
4.58,21.419072618702792,56.79248002411228,40.17268518869588
4.59,21.422084746234603,59.76306807357015,37.139006417498095
4.6,21.42509631234988,49.90279549792492,33.42818659913829
4.61,21.4281073158597,52.49268044052986,24.089518267084856
4.62,21.43111775557537,58.04098324446526,31.36539382070826
4.63,21.434127630308414,59.98413046981658,22.021466280903887
4.64,21.43713693887058,47.40535244326115,31.567408030169773
4.65,21.440145680073847,72.13586841765297,31.201067451430507
4.66,21.443153852730404,68.63393592072683,37.16754521506703
4.67,21.446161455652675,58.063303256601664,32.78320794278488
4.68,21.449168487653306,48.72807515913422,37.161250073595816
4.69,21.452174947545167,49.15235168965368,33.38061215548372
4.7,21.45518083414136,42.70152907477546,29.666885206134445
4.71,21.4581861462552,42.658791132902834,38.23599921405517
4.72,21.46119088270025,58.07641187638696,27.71926871328467
4.73,21.464195042290275,77.25356140919551,27.16658099042203
4.74,21.467198623839288,70.31264749859622,28.31583448257659
4.75,21.47020162616152,30.966098615724935,28.973420540297965
4.76,21.473204048071434,44.464697522096586,37.86142831414253
4.77,21.476205888383717,63.986949938235455,22.50064466613379
4.78,21.4792071459133,50.232004823965475,31.51212001869686
4.79,21.482207819475324,60.79351766692179,32.4986059678251
4.8,21.485207907885176,47.13732907164275,32.30769851232733
4.81,21.488207409958463,52.54772804082236,29.833250593709828
4.82,21.49120632451104,57.429318603976796,34.19291611516298
4.83,21.49420465035897,48.262999416463806,33.79652773015901
4.84,21.49720238631857,37.78556451851231,38.1533891704143
4.85,21.50019953120638,64.06567502684581,30.56553168440125
4.86,21.503196083839175,49.427307211123015,36.19522770500361
4.87,21.50619204303396,60.00428883246971,26.640792386201603
4.88,21.50918740760798,32.571548266702266,27.793094743980916
4.89,21.51218217637871,53.35504542658101,29.128693684811374
4.9,21.51517634816387,41.68055432347364,26.702928753931936
4.91,21.5181699217814,62.85697193101502,32.94925442767618
4.92,21.52116289604949,50.68660387670383,32.6986755718732
4.93,21.524155269786558,43.169635012768154,34.79573105411594
4.94,21.527147041811265,40.3260760112797,26.201018655191447
4.95,21.530138210942503,57.90269998424529,31.23235063529976
4.96,21.53312877599941,48.392145221208104,30.442252747851814
4.97,21.536118735801356,59.08651864847467,36.987105289054526
4.98,21.53910808916795,57.67942414429325,36.832006701098656
